Overriding config with ./config/train_myHatespeech_char.py:
# train a miniature character-level Myanmar Hatepeech model

out_dir = 'out-myHatespeech-char'
eval_interval = 250 # keep frequent because we'll overfit
eval_iters = 200
log_interval = 10 # don't print too too often

# we expect to overfit on this small dataset, so only save when val improves
always_save_checkpoint = False

wandb_log = False # override via command line if you like
wandb_project = 'myHatespeech-char'
wandb_run_name = 'mini-gpt'

dataset = 'myHatespeech_char'
batch_size = 64
block_size = 256 # context of up to 256 previous characters

# baby GPT model :)
n_layer = 6
n_head = 6
n_embd = 384
dropout = 0.2

learning_rate = 1e-3 # with baby networks can afford to go a bit higher
max_iters = 5000
lr_decay_iters = 5000 # make equal to max_iters usually
min_lr = 1e-4 # learning_rate / 10 usually
beta2 = 0.99 # make a bit bigger because number of tokens per iter is small

warmup_iters = 100 # not super necessary potentially

# on macbook also add
# device = 'cpu'  # run on cpu only
# compile = False # do not torch compile the model

tokens per iteration will be: 655,360
found vocab_size = 343 (inside data/myHatespeech_char/meta.pkl)
Initializing a new model from scratch
number of parameters: 10.75M
num decayed parameter tensors: 26, with 10,846,848 parameters
num non-decayed parameter tensors: 13, with 4,992 parameters
iter 820: loss 0.6671, time 1125.38ms, mfu 12.83%
iter 830: loss 0.6388, time 1125.70ms, mfu 12.89%
iter 840: loss 0.6444, time 1125.52ms, mfu 12.93%
iter 850: loss 0.6243, time 1125.44ms, mfu 12.98%
iter 860: loss 0.6067, time 1125.46ms, mfu 13.02%
iter 870: loss 0.5989, time 1125.68ms, mfu 13.05%
iter 880: loss 0.5875, time 1125.76ms, mfu 13.08%
iter 890: loss 0.5795, time 1125.69ms, mfu 13.11%
iter 900: loss 0.5662, time 1125.57ms, mfu 13.13%
iter 910: loss 0.5601, time 1125.48ms, mfu 13.16%
iter 920: loss 0.5511, time 1125.62ms, mfu 13.18%
iter 930: loss 0.5332, time 1125.55ms, mfu 13.20%
iter 940: loss 0.5255, time 1125.58ms, mfu 13.21%
iter 950: loss 0.5048, time 1125.94ms, mfu 13.23%
iter 960: loss 0.5025, time 1125.46ms, mfu 13.24%
iter 970: loss 0.4798, time 1125.36ms, mfu 13.25%
iter 980: loss 0.4747, time 1125.52ms, mfu 13.26%
iter 990: loss 0.4600, time 1125.47ms, mfu 13.27%
step 1000: train loss 0.1717, val loss 1.9986
iter 1000: loss 0.4518, time 4725.68ms, mfu 12.26%
iter 1010: loss 0.4577, time 1125.37ms, mfu 12.37%
iter 1020: loss 0.4291, time 1125.50ms, mfu 12.47%
iter 1030: loss 0.4492, time 1125.78ms, mfu 12.56%
iter 1040: loss 0.4274, time 1125.55ms, mfu 12.64%
iter 1050: loss 0.4133, time 1125.61ms, mfu 12.71%
iter 1060: loss 0.4109, time 1125.40ms, mfu 12.78%
iter 1070: loss 0.4082, time 1125.47ms, mfu 12.84%
iter 1080: loss 0.4057, time 1125.69ms, mfu 12.89%
iter 1090: loss 0.4007, time 1125.62ms, mfu 12.94%
iter 1100: loss 0.3756, time 1125.79ms, mfu 12.98%
iter 1110: loss 0.3884, time 1124.66ms, mfu 13.02%
iter 1120: loss 0.3609, time 1125.35ms, mfu 13.05%
iter 1130: loss 0.3686, time 1125.47ms, mfu 13.08%
iter 1140: loss 0.3618, time 1125.79ms, mfu 13.11%
iter 1150: loss 0.3632, time 1125.61ms, mfu 13.14%
iter 1160: loss 0.3492, time 1125.73ms, mfu 13.16%
iter 1170: loss 0.3366, time 1125.71ms, mfu 13.18%
iter 1180: loss 0.3338, time 1125.46ms, mfu 13.20%
iter 1190: loss 0.3387, time 1125.79ms, mfu 13.21%
iter 1200: loss 0.3280, time 1125.57ms, mfu 13.23%
iter 1210: loss 0.3216, time 1125.58ms, mfu 13.24%
iter 1220: loss 0.3292, time 1125.52ms, mfu 13.25%
iter 1230: loss 0.3168, time 1125.47ms, mfu 13.26%
iter 1240: loss 0.3100, time 1125.91ms, mfu 13.27%
step 1250: train loss 0.0993, val loss 2.3439
iter 1250: loss 0.3139, time 4727.34ms, mfu 12.26%
iter 1260: loss 0.3023, time 1125.51ms, mfu 12.37%
iter 1270: loss 0.3189, time 1125.51ms, mfu 12.47%
iter 1280: loss 0.2986, time 1125.56ms, mfu 12.56%
iter 1290: loss 0.2958, time 1125.48ms, mfu 12.64%
iter 1300: loss 0.2904, time 1125.78ms, mfu 12.71%
iter 1310: loss 0.2905, time 1125.44ms, mfu 12.78%
iter 1320: loss 0.2835, time 1125.63ms, mfu 12.84%
iter 1330: loss 0.2832, time 1125.68ms, mfu 12.89%
iter 1340: loss 0.2812, time 1125.42ms, mfu 12.94%
iter 1350: loss 0.2792, time 1125.64ms, mfu 12.98%
iter 1360: loss 0.2717, time 1125.58ms, mfu 13.02%
iter 1370: loss 0.2702, time 1125.87ms, mfu 13.05%
iter 1380: loss 0.2673, time 1125.53ms, mfu 13.08%
iter 1390: loss 0.2511, time 1125.70ms, mfu 13.11%
iter 1400: loss 0.2633, time 1125.67ms, mfu 13.14%
iter 1410: loss 0.2648, time 1125.51ms, mfu 13.16%
iter 1420: loss 0.2579, time 1125.69ms, mfu 13.18%
iter 1430: loss 0.2638, time 1125.40ms, mfu 13.20%
iter 1440: loss 0.2562, time 1125.65ms, mfu 13.21%
iter 1450: loss 0.2470, time 1125.56ms, mfu 13.23%
iter 1460: loss 0.2365, time 1125.86ms, mfu 13.24%
iter 1470: loss 0.2488, time 1125.54ms, mfu 13.25%
iter 1480: loss 0.2362, time 1125.58ms, mfu 13.26%
iter 1490: loss 0.2355, time 1125.53ms, mfu 13.27%
step 1500: train loss 0.0845, val loss 2.5734
iter 1500: loss 0.2422, time 4749.43ms, mfu 12.26%
iter 1510: loss 0.2355, time 1125.70ms, mfu 12.37%
iter 1520: loss 0.2329, time 1125.82ms, mfu 12.47%
iter 1530: loss 0.2377, time 1125.34ms, mfu 12.56%
iter 1540: loss 0.2301, time 1125.59ms, mfu 12.64%
iter 1550: loss 0.2335, time 1125.67ms, mfu 12.71%
iter 1560: loss 0.2255, time 1125.86ms, mfu 12.78%
iter 1570: loss 0.2195, time 1125.55ms, mfu 12.84%
iter 1580: loss 0.2164, time 1125.55ms, mfu 12.89%
iter 1590: loss 0.2254, time 1125.77ms, mfu 12.94%
iter 1600: loss 0.2233, time 1125.62ms, mfu 12.98%
iter 1610: loss 0.2312, time 1125.58ms, mfu 13.02%
iter 1620: loss 0.2149, time 1125.47ms, mfu 13.05%
iter 1630: loss 0.2332, time 1125.47ms, mfu 13.08%
iter 1640: loss 0.2144, time 1125.48ms, mfu 13.11%
iter 1650: loss 0.2038, time 1125.55ms, mfu 13.14%
iter 1660: loss 0.2105, time 1125.66ms, mfu 13.16%
iter 1670: loss 0.2116, time 1125.48ms, mfu 13.18%
iter 1680: loss 0.2066, time 1125.71ms, mfu 13.20%
iter 1690: loss 0.2056, time 1125.67ms, mfu 13.21%
iter 1700: loss 0.2124, time 1125.66ms, mfu 13.23%
iter 1710: loss 0.2071, time 1125.61ms, mfu 13.24%
iter 1720: loss 0.2000, time 1125.62ms, mfu 13.25%
iter 1730: loss 0.2028, time 1125.81ms, mfu 13.26%
iter 1740: loss 0.2006, time 1125.64ms, mfu 13.27%
step 1750: train loss 0.0770, val loss 2.7499
iter 1750: loss 0.2136, time 4758.85ms, mfu 12.26%
iter 1760: loss 0.1942, time 1125.52ms, mfu 12.37%
iter 1770: loss 0.2008, time 1125.48ms, mfu 12.47%
iter 1780: loss 0.2031, time 1125.57ms, mfu 12.56%
iter 1790: loss 0.1891, time 1125.54ms, mfu 12.64%
iter 1800: loss 0.1819, time 1125.61ms, mfu 12.71%
iter 1810: loss 0.1874, time 1125.91ms, mfu 12.78%
iter 1820: loss 0.1896, time 1125.51ms, mfu 12.84%
iter 1830: loss 0.1964, time 1125.66ms, mfu 12.89%
iter 1840: loss 0.1923, time 1125.72ms, mfu 12.94%
iter 1850: loss 0.1965, time 1125.48ms, mfu 12.98%
iter 1860: loss 0.1951, time 1125.53ms, mfu 13.02%
iter 1870: loss 0.1862, time 1125.52ms, mfu 13.05%
iter 1880: loss 0.1894, time 1125.90ms, mfu 13.08%
iter 1890: loss 0.1892, time 1125.50ms, mfu 13.11%
iter 1900: loss 0.1894, time 1125.42ms, mfu 13.14%
iter 1910: loss 0.1818, time 1125.60ms, mfu 13.16%
iter 1920: loss 0.1912, time 1125.48ms, mfu 13.18%
iter 1930: loss 0.1764, time 1125.66ms, mfu 13.20%
iter 1940: loss 0.1881, time 1125.54ms, mfu 13.21%
iter 1950: loss 0.1805, time 1125.73ms, mfu 13.23%
iter 1960: loss 0.1762, time 1125.55ms, mfu 13.24%
iter 1970: loss 0.1797, time 1125.58ms, mfu 13.25%
iter 1980: loss 0.1806, time 1125.56ms, mfu 13.26%
iter 1990: loss 0.1815, time 1125.58ms, mfu 13.27%
step 2000: train loss 0.0732, val loss 2.9034
iter 2000: loss 0.1770, time 4746.37ms, mfu 12.26%
iter 2010: loss 0.1691, time 1125.77ms, mfu 12.37%
iter 2020: loss 0.1690, time 1125.86ms, mfu 12.47%
iter 2030: loss 0.1679, time 1125.46ms, mfu 12.56%
iter 2040: loss 0.1796, time 1125.65ms, mfu 12.64%
iter 2050: loss 0.1694, time 1125.60ms, mfu 12.71%
iter 2060: loss 0.1784, time 1125.48ms, mfu 12.78%
iter 2070: loss 0.1704, time 1125.48ms, mfu 12.84%
iter 2080: loss 0.1764, time 1125.76ms, mfu 12.89%
iter 2090: loss 0.1791, time 1125.59ms, mfu 12.94%
iter 2100: loss 0.1631, time 1125.94ms, mfu 12.98%
iter 2110: loss 0.1603, time 1125.46ms, mfu 13.02%
iter 2120: loss 0.1738, time 1125.70ms, mfu 13.05%
iter 2130: loss 0.1721, time 1125.24ms, mfu 13.08%
iter 2140: loss 0.1683, time 1125.53ms, mfu 13.11%
iter 2150: loss 0.1585, time 1125.81ms, mfu 13.14%
iter 2160: loss 0.1761, time 1125.40ms, mfu 13.16%
iter 2170: loss 0.1677, time 1125.57ms, mfu 13.18%
iter 2180: loss 0.1594, time 1125.66ms, mfu 13.20%
iter 2190: loss 0.1621, time 1125.42ms, mfu 13.21%
iter 2200: loss 0.1666, time 1125.63ms, mfu 13.23%
iter 2210: loss 0.1661, time 1125.33ms, mfu 13.24%
iter 2220: loss 0.1625, time 1125.41ms, mfu 13.25%
iter 2230: loss 0.1595, time 1125.59ms, mfu 13.26%
iter 2240: loss 0.1590, time 1125.74ms, mfu 13.27%
step 2250: train loss 0.0702, val loss 3.0284
iter 2250: loss 0.1542, time 4724.04ms, mfu 12.27%
iter 2260: loss 0.1631, time 1125.45ms, mfu 12.37%
iter 2270: loss 0.1562, time 1125.49ms, mfu 12.47%
iter 2280: loss 0.1597, time 1125.82ms, mfu 12.56%
iter 2290: loss 0.1565, time 1125.45ms, mfu 12.64%
iter 2300: loss 0.1622, time 1125.56ms, mfu 12.71%
iter 2310: loss 0.1618, time 1125.59ms, mfu 12.78%
iter 2320: loss 0.1567, time 1125.61ms, mfu 12.84%
iter 2330: loss 0.1691, time 1125.34ms, mfu 12.89%
iter 2340: loss 0.1536, time 1125.54ms, mfu 12.94%
iter 2350: loss 0.1491, time 1125.60ms, mfu 12.98%
iter 2360: loss 0.1572, time 1125.42ms, mfu 13.02%
iter 2370: loss 0.1583, time 1125.71ms, mfu 13.05%
iter 2380: loss 0.1530, time 1125.52ms, mfu 13.08%
iter 2390: loss 0.1564, time 1125.35ms, mfu 13.11%
iter 2400: loss 0.1480, time 1125.64ms, mfu 13.14%
iter 2410: loss 0.1445, time 1125.57ms, mfu 13.16%
iter 2420: loss 0.1541, time 1125.62ms, mfu 13.18%
iter 2430: loss 0.1522, time 1125.79ms, mfu 13.20%
iter 2440: loss 0.1465, time 1125.80ms, mfu 13.21%
iter 2450: loss 0.1433, time 1125.52ms, mfu 13.23%
iter 2460: loss 0.1464, time 1125.42ms, mfu 13.24%
iter 2470: loss 0.1494, time 1125.63ms, mfu 13.25%
iter 2480: loss 0.1460, time 1125.53ms, mfu 13.26%
iter 2490: loss 0.1499, time 1125.48ms, mfu 13.27%
step 2500: train loss 0.0681, val loss 3.1280
iter 2500: loss 0.1433, time 4743.42ms, mfu 12.26%
iter 2510: loss 0.1437, time 1125.56ms, mfu 12.37%
iter 2520: loss 0.1457, time 1125.79ms, mfu 12.47%
iter 2530: loss 0.1461, time 1125.47ms, mfu 12.56%
iter 2540: loss 0.1463, time 1125.77ms, mfu 12.64%
iter 2550: loss 0.1469, time 1125.45ms, mfu 12.71%
iter 2560: loss 0.1470, time 1125.59ms, mfu 12.78%
iter 2570: loss 0.1401, time 1125.66ms, mfu 12.84%
iter 2580: loss 0.1393, time 1125.77ms, mfu 12.89%
iter 2590: loss 0.1446, time 1125.55ms, mfu 12.94%
iter 2600: loss 0.1408, time 1125.60ms, mfu 12.98%
iter 2610: loss 0.1423, time 1125.52ms, mfu 13.02%
iter 2620: loss 0.1383, time 1125.69ms, mfu 13.05%
iter 2630: loss 0.1441, time 1125.77ms, mfu 13.08%
iter 2640: loss 0.1516, time 1125.48ms, mfu 13.11%
iter 2650: loss 0.1404, time 1125.35ms, mfu 13.14%
iter 2660: loss 0.1407, time 1125.76ms, mfu 13.16%
iter 2670: loss 0.1432, time 1125.54ms, mfu 13.18%
iter 2680: loss 0.1314, time 1125.57ms, mfu 13.20%
iter 2690: loss 0.1406, time 1125.72ms, mfu 13.21%
iter 2700: loss 0.1391, time 1125.52ms, mfu 13.23%
iter 2710: loss 0.1381, time 1125.55ms, mfu 13.24%
iter 2720: loss 0.1399, time 1125.58ms, mfu 13.25%
iter 2730: loss 0.1347, time 1125.73ms, mfu 13.26%
iter 2740: loss 0.1375, time 1125.52ms, mfu 13.27%
step 2750: train loss 0.0662, val loss 3.2234
iter 2750: loss 0.1342, time 4751.10ms, mfu 12.26%
iter 2760: loss 0.1432, time 1125.30ms, mfu 12.37%
iter 2770: loss 0.1306, time 1125.53ms, mfu 12.47%
iter 2780: loss 0.1405, time 1125.54ms, mfu 12.56%
iter 2790: loss 0.1397, time 1125.82ms, mfu 12.64%
iter 2800: loss 0.1300, time 1125.49ms, mfu 12.71%
iter 2810: loss 0.1334, time 1125.52ms, mfu 12.78%
iter 2820: loss 0.1353, time 1125.49ms, mfu 12.84%
iter 2830: loss 0.1359, time 1125.42ms, mfu 12.89%
iter 2840: loss 0.1350, time 1125.64ms, mfu 12.94%
iter 2850: loss 0.1415, time 1125.46ms, mfu 12.98%
iter 2860: loss 0.1360, time 1125.78ms, mfu 13.02%
iter 2870: loss 0.1310, time 1125.40ms, mfu 13.05%
iter 2880: loss 0.1334, time 1125.94ms, mfu 13.08%
iter 2890: loss 0.1326, time 1125.44ms, mfu 13.11%
iter 2900: loss 0.1234, time 1125.58ms, mfu 13.14%
iter 2910: loss 0.1245, time 1125.49ms, mfu 13.16%
iter 2920: loss 0.1332, time 1125.69ms, mfu 13.18%
iter 2930: loss 0.1394, time 1125.89ms, mfu 13.20%
iter 2940: loss 0.1329, time 1125.67ms, mfu 13.21%
iter 2950: loss 0.1273, time 1125.78ms, mfu 13.23%
iter 2960: loss 0.1256, time 1125.61ms, mfu 13.24%
iter 2970: loss 0.1326, time 1125.72ms, mfu 13.25%
iter 2980: loss 0.1251, time 1125.53ms, mfu 13.26%
iter 2990: loss 0.1332, time 1125.78ms, mfu 13.27%
step 3000: train loss 0.0646, val loss 3.3001
iter 3000: loss 0.1231, time 4756.76ms, mfu 12.26%
iter 3010: loss 0.1280, time 1126.02ms, mfu 12.37%
iter 3020: loss 0.1291, time 1125.21ms, mfu 12.47%
iter 3030: loss 0.1308, time 1125.49ms, mfu 12.56%
iter 3040: loss 0.1249, time 1125.60ms, mfu 12.64%
iter 3050: loss 0.1247, time 1125.65ms, mfu 12.71%
iter 3060: loss 0.1202, time 1125.50ms, mfu 12.78%
iter 3070: loss 0.1295, time 1125.65ms, mfu 12.84%
iter 3080: loss 0.1294, time 1125.78ms, mfu 12.89%
iter 3090: loss 0.1277, time 1125.46ms, mfu 12.94%
iter 3100: loss 0.1255, time 1125.53ms, mfu 12.98%
iter 3110: loss 0.1247, time 1125.51ms, mfu 13.02%
iter 3120: loss 0.1275, time 1125.42ms, mfu 13.05%
iter 3130: loss 0.1293, time 1125.78ms, mfu 13.08%
iter 3140: loss 0.1239, time 1125.54ms, mfu 13.11%
iter 3150: loss 0.1239, time 1125.75ms, mfu 13.13%
iter 3160: loss 0.1210, time 1125.58ms, mfu 13.16%
iter 3170: loss 0.1223, time 1125.51ms, mfu 13.18%
iter 3180: loss 0.1258, time 1125.64ms, mfu 13.20%
iter 3190: loss 0.1185, time 1125.65ms, mfu 13.21%
iter 3200: loss 0.1218, time 1125.53ms, mfu 13.23%
iter 3210: loss 0.1257, time 1125.53ms, mfu 13.24%
iter 3220: loss 0.1194, time 1125.77ms, mfu 13.25%
iter 3230: loss 0.1252, time 1125.65ms, mfu 13.26%
iter 3240: loss 0.1221, time 1125.57ms, mfu 13.27%
step 3250: train loss 0.0632, val loss 3.3668
iter 3250: loss 0.1239, time 4725.76ms, mfu 12.26%
iter 3260: loss 0.1243, time 1125.73ms, mfu 12.37%
iter 3270: loss 0.1191, time 1125.32ms, mfu 12.47%
iter 3280: loss 0.1200, time 1125.85ms, mfu 12.56%
iter 3290: loss 0.1205, time 1125.66ms, mfu 12.64%
iter 3300: loss 0.1274, time 1125.72ms, mfu 12.71%
iter 3310: loss 0.1175, time 1125.60ms, mfu 12.78%
iter 3320: loss 0.1193, time 1125.29ms, mfu 12.84%
iter 3330: loss 0.1193, time 1125.66ms, mfu 12.89%
iter 3340: loss 0.1114, time 1125.73ms, mfu 12.94%
iter 3350: loss 0.1144, time 1125.57ms, mfu 12.98%
iter 3360: loss 0.1220, time 1125.47ms, mfu 13.02%
iter 3370: loss 0.1188, time 1125.94ms, mfu 13.05%
iter 3380: loss 0.1222, time 1125.62ms, mfu 13.08%
iter 3390: loss 0.1081, time 1125.65ms, mfu 13.11%
iter 3400: loss 0.1204, time 1125.51ms, mfu 13.14%
iter 3410: loss 0.1136, time 1125.44ms, mfu 13.16%
iter 3420: loss 0.1198, time 1125.77ms, mfu 13.18%
iter 3430: loss 0.1144, time 1125.57ms, mfu 13.20%
iter 3440: loss 0.1157, time 1125.71ms, mfu 13.21%
iter 3450: loss 0.1169, time 1125.59ms, mfu 13.23%
iter 3460: loss 0.1169, time 1125.70ms, mfu 13.24%
iter 3470: loss 0.1137, time 1125.47ms, mfu 13.25%
iter 3480: loss 0.1177, time 1125.54ms, mfu 13.26%
iter 3490: loss 0.1171, time 1125.79ms, mfu 13.27%
step 3500: train loss 0.0624, val loss 3.4461
iter 3500: loss 0.1148, time 4742.69ms, mfu 12.26%
iter 3510: loss 0.1136, time 1125.61ms, mfu 12.37%
iter 3520: loss 0.1189, time 1125.49ms, mfu 12.47%
iter 3530: loss 0.1173, time 1125.42ms, mfu 12.56%
iter 3540: loss 0.1143, time 1125.51ms, mfu 12.64%
iter 3550: loss 0.1139, time 1125.56ms, mfu 12.71%
iter 3560: loss 0.1101, time 1125.53ms, mfu 12.78%
iter 3570: loss 0.1138, time 1125.65ms, mfu 12.84%
iter 3580: loss 0.1175, time 1125.74ms, mfu 12.89%
iter 3590: loss 0.1144, time 1125.52ms, mfu 12.94%
iter 3600: loss 0.1160, time 1125.63ms, mfu 12.98%
iter 3610: loss 0.1138, time 1125.52ms, mfu 13.02%
iter 3620: loss 0.1154, time 1125.67ms, mfu 13.05%
iter 3630: loss 0.1114, time 1125.41ms, mfu 13.08%
iter 3640: loss 0.1148, time 1125.75ms, mfu 13.11%
iter 3650: loss 0.1132, time 1125.47ms, mfu 13.14%
iter 3660: loss 0.1101, time 1125.86ms, mfu 13.16%
iter 3670: loss 0.1149, time 1125.61ms, mfu 13.18%
iter 3680: loss 0.1056, time 1125.51ms, mfu 13.20%
iter 3690: loss 0.1077, time 1125.44ms, mfu 13.21%
iter 3700: loss 0.1131, time 1125.56ms, mfu 13.23%
iter 3710: loss 0.1083, time 1125.88ms, mfu 13.24%
iter 3720: loss 0.1129, time 1125.41ms, mfu 13.25%
iter 3730: loss 0.1069, time 1125.64ms, mfu 13.26%
iter 3740: loss 0.1107, time 1125.51ms, mfu 13.27%
step 3750: train loss 0.0616, val loss 3.4785
iter 3750: loss 0.1065, time 4728.09ms, mfu 12.26%
iter 3760: loss 0.1067, time 1125.68ms, mfu 12.37%
iter 3770: loss 0.1134, time 1125.63ms, mfu 12.47%
iter 3780: loss 0.1075, time 1125.70ms, mfu 12.56%
iter 3790: loss 0.1083, time 1125.69ms, mfu 12.64%
iter 3800: loss 0.1104, time 1125.53ms, mfu 12.71%
iter 3810: loss 0.1134, time 1125.57ms, mfu 12.78%
iter 3820: loss 0.1083, time 1125.62ms, mfu 12.84%
iter 3830: loss 0.1062, time 1125.15ms, mfu 12.89%
iter 3840: loss 0.1032, time 1125.74ms, mfu 12.94%
iter 3850: loss 0.1103, time 1125.66ms, mfu 12.98%
iter 3860: loss 0.1027, time 1125.94ms, mfu 13.02%
iter 3870: loss 0.1084, time 1125.26ms, mfu 13.05%
iter 3880: loss 0.1087, time 1125.57ms, mfu 13.08%
iter 3890: loss 0.1114, time 1125.45ms, mfu 13.11%
